tc,isim,sifre,maas,kira,fatura,aidat,ev,araba
2588128513,Connie Garett,4763,$13052.82,,$257.31,$298.02,false,false
5504649544,Dee Watkiss,50,$6053.45,,$453.50,$85.04,,true
3363587473,Linn Siegertsz,84514,$5817.43,$2029.88,$180.80,$33.33,,true
1294619349,Antonetta Soppit,885,$14117.37,$4799.85,$252.79,$193.79,false,false
7372045029,Virginie Wisham,847,$9755.32,$4397.65,$156.74,$377.45,,false
6589591563,Danette Veltman,4,$14061.40,$2171.91,$307.08,$214.92,,true
1632182351,Donnie Cheake,749,$14741.08,$3778.63,$216.65,$272.85,,true
3394276216,Osbourne Delue,4,$10590.68,$4381.60,$319.65,$94.50,,true
5815826901,Carena Persent,94459,$11740.44,,$226.17,$159.88,,false
3225999512,Raul Eastlake,0,$11448.28,$2692.08,$570.33,$303.39,true,true
6522780496,Erastus Janks,01690,$9867.40,$643.62,$513.41,$181.06,,false
9072450388,Gweneth McCormack,8,$13028.79,$3606.57,$364.91,$321.35,,true
8399359882,Lyman Acedo,47316,$14197.83,$2135.20,$406.83,$48.45,,true
6696305041,Issi Restieaux,06200,$10068.32,$3240.26,$218.78,$218.59,,true
7875441129,Corena Haresnaip,73,$9895.29,$4143.29,$183.77,$93.81,,true
0378023292,Deane Godspede,07765,$5537.20,$3169.26,$343.66,$122.56,true,false
9633314070,Shaun Higgan,22,$13476.99,,$512.41,$389.40,false,false
3010899874,Weber Dodgson,0,$3979.22,$2211.93,$225.11,$113.84,,true
6951466602,Tammie Tumility,60,$13560.37,$1713.66,$560.88,$263.67,,true
5607437264,Kaja Hurton,535,$7033.27,$1661.06,$155.25,$51.52,,false
8258415638,Mata Scocroft,04702,$6618.20,$2579.05,$599.75,$43.92,,true
4811027345,Nicky Starrs,6525,$8145.45,$4325.31,$448.48,$208.01,false,false
8479707763,Imogene Lehenmann,73920,$13298.90,$3415.75,$526.77,$67.75,false,false
0736822313,Thacher Kenningham,6198,$11435.92,$3450.80,$180.05,$92.11,true,true
1701464446,Nona Cabotto,33,$10507.81,$3914.16,$385.96,$173.53,,true
7603448263,Kathryn Milborn,2,$8656.22,$3483.99,$460.50,$214.13,,false
3221355378,Aldridge Maase,020,$14209.17,$3816.32,$455.53,$195.62,,true
1664592334,Ilene Degoey,5137,$11178.42,$1010.22,$240.90,$340.08,,true
4567219953,Clotilda Cable,52258,$14291.18,$3679.59,$276.68,$250.00,true,true
1966450710,Rob Aldwich,67,$4414.90,$1442.11,$356.07,$328.44,,true
6800055131,Bertram Briskey,7984,$7410.96,$2629.85,$557.15,$112.91,false,true
7789278061,Keenan Heindrick,0,$13698.93,,$266.97,$152.37,,true
9194881588,Quintin Naughton,37,$10864.61,$2331.08,$588.51,$91.22,true,true
7754263645,Margareta Tootell,4,$4140.43,$3609.49,$469.47,$232.11,,false
4363860472,Gerick Wickins,2726,$14516.12,$3484.00,$486.18,$388.64,true,false
4062174715,Ardys Matveyev,41425,$6920.35,$2910.95,$305.46,$365.76,,false
5032511188,Iain Galtone,97693,$10221.22,$4433.84,$164.16,$371.10,,false
2957156520,Merry Denziloe,9647,$13011.49,,$507.86,$147.18,,false
8865613041,Ollie Slowgrave,061,$9685.54,$4753.51,$232.81,$356.47,false,false
8817255300,Cordell Dampney,8401,$3974.58,$1878.72,$535.07,$145.61,true,false
4186732663,Glyn Gammidge,5,$11358.26,$702.54,$309.01,$210.61,false,true
4121764870,Kinsley Yakubovics,74152,$10333.20,$1454.89,$170.19,$207.30,,false
4354333341,Jeralee Jobbins,5,$9657.28,$4342.19,$314.67,$47.47,,true
8733144842,Ewell Kolodziejski,98274,$10139.51,$3282.78,$350.50,$199.74,,true
6719897578,Hilliary Elnough,78022,$7950.95,$769.78,$223.67,$82.62,,true
3370251590,Otto Paddemore,5,$4746.38,$2631.56,$208.77,$45.02,,true
2218013231,Andreana Skakunas,67754,$4092.39,$733.70,$292.73,$43.93,,false
4266417985,Reinhold Domenicone,8921,$6955.32,$3265.16,$325.43,$245.71,,false
4145430689,Sandye Bachelor,0085,$3190.77,$4331.36,$396.42,$310.28,false,true
4078661262,Lucienne O'Mahoney,42,$4617.37,$4078.76,$441.48,$148.78,false,true
4403000800,Gilburt Spurrett,350,$5177.27,$4941.66,$432.62,$271.44,,true
6399082544,Cacilia Biernat,77,$7746.91,$683.99,$579.54,$56.60,false,false
0807294357,Kendricks Coners,789,$3974.19,$3536.10,$151.17,$188.90,,true
1827048107,Leicester Skunes,2,$8557.82,$3019.10,$433.26,$374.66,,true
5416181753,Rodolph Lundberg,05107,$8815.62,$855.28,$306.96,$264.00,,true
9089932712,Matthus Rippon,4329,$13731.10,$3073.87,$313.19,$205.61,,true
7799584327,Lita Tiuit,45,$10861.79,$926.94,$268.76,$320.28,,false
8167443965,Felike Meekins,513,$7790.10,,$514.35,$308.00,,false
3000802711,Shell Wrate,52759,$12704.03,,$208.28,$34.51,,true
3488508439,Leann Haldon,06,$13641.92,$2235.48,$569.72,$357.11,,true
8972446386,Marquita McKern,957,$3584.56,$3856.88,$260.99,$344.35,,true
5389421159,Zahara Bemrose,7,$14807.47,$4789.71,$584.81,$240.08,false,true
5330306957,Nico Drackford,4,$11643.96,$4280.19,$532.20,$75.21,,true
5627503920,Florri Tenman,2,$13134.06,,$543.28,$143.05,,false
6439958437,Ilario Jackson,263,$4511.88,$3759.09,$210.59,$286.42,,false
5169561466,Burty Ricciardello,452,$7767.42,,$295.35,$82.42,,false
2574458370,Cordelie Daveran,444,$10058.29,,$515.47,$137.00,,false
7429008437,Jacinthe Maffey,73,$13776.96,$803.73,$581.29,$117.45,,false
4268653880,Natka Tolan,8,$14671.24,,$198.86,$46.37,,false
2910946355,Rhett Meachem,3084,$11322.42,,$388.07,$99.14,,false
9327061217,Leland McMurdo,6,$10163.64,$2350.38,$348.93,$118.05,,false
1543354017,Linnie Reimers,7,$5795.06,$3913.31,$415.42,$97.53,false,true
4552015001,Charlene Lownie,6,$13518.09,$3278.81,$265.07,$32.97,,false
1761785648,Madel Deetch,1182,$9049.87,,$153.72,$328.44,,false
1325985821,Philippine Ebbage,4,$12218.41,$3222.20,$251.33,$79.84,,true
6798121608,Titos Pearcehouse,8,$10543.85,,$529.77,$381.64,,false
4709710589,Wildon Stalman,2791,$7234.56,$4176.64,$364.01,$32.38,,true
5249430481,Whitney Thomson,7,$14957.62,$4918.86,$563.49,$320.60,true,true
0918915392,Gaile Averall,83,$7445.75,$703.00,$329.68,$360.50,,false
8979553692,Sampson Kidston,55,$13434.65,$4072.07,$173.82,$322.26,,true
5793998969,Vitia Fessby,0,$5666.23,,$356.23,$321.77,,true
1317054938,Giselle Stonehewer,068,$3444.62,$3105.58,$297.56,$138.37,,true
7916938146,Ruprecht Tubb,9,$12578.28,,$178.93,$305.59,,false
7551224904,Orlan Baudry,0,$9921.18,,$551.33,$158.03,,false
1289733600,Christoffer Mallia,439,$10072.96,$1510.51,$590.43,$40.44,,false
2769859633,Alayne Mudle,072,$9901.11,$2167.73,$515.73,$272.80,,true
5816576399,Gun Maiden,3106,$5707.37,$3138.31,$502.40,$124.87,,false
2897306912,Levey Cartner,0502,$6651.35,$669.02,$428.53,$185.25,,true
0912878614,Christiano Dreinan,2,$6479.59,$1873.07,$372.59,$246.62,true,true
7356014467,Vanna Glasbey,199,$4546.88,,$363.93,$160.76,,false
2368552561,Ashleigh Hutchison,1883,$7482.61,$4494.27,$374.80,$278.82,,true
4752172917,Chrystel Comrie,1,$5020.19,$3663.76,$528.14,$45.97,,true
7660694510,Jefferey Cominoli,53,$5210.66,$3845.04,$536.74,$202.84,,false
0766029786,Ailey Cocking,3,$9069.24,$2955.11,$587.94,$315.27,false,true
8325559519,Derward Dudin,715,$14275.80,$628.10,$359.27,$304.63,,true
6301100212,Bobette Escoffier,44,$11941.25,$2500.44,$526.53,$130.02,,false
6810863303,Franky Strapp,2,$6669.11,$2202.78,$458.26,$291.44,,false
8017582595,Prentice Mitskevich,4,$9627.23,$1829.54,$307.26,$199.86,,true
1150258748,Randolf Moro,75786,$13397.80,$1920.78,$165.23,$132.13,true,true
4118437821,Karlie Martindale,4,$12263.14,,$490.74,$198.16,,false
3466930359,Thomas Dodd,79974,$3044.67,$4572.31,$264.37,$371.95,,false
3096402833,Aksel Cashman,4,$10503.37,$4299.88,$319.89,$170.54,,true
3223592490,Lurline Gaitley,06888,$14418.24,$742.87,$551.96,$103.88,,false
8614177208,Ashlee Spick,48546,$6819.91,$4281.06,$482.61,$131.47,,true
8124659931,Stephi Andriessen,489,$6801.68,$2378.21,$457.72,$89.24,,false
6345398152,Carr McCambrois,8,$8076.84,,$338.23,$277.44,,true
3728955000,Maggee Nurdin,268,$7217.03,$2270.28,$371.96,$140.24,,false
5439662464,Dolley Worner,112,$8501.97,,$503.31,$205.29,,true
7773496110,Ivor Cicullo,24,$8971.73,,$531.12,$252.95,,false
2352958776,Sella Esel,52,$9752.45,$2821.58,$457.91,$125.20,,false
2467984923,Valli Rider,643,$12479.49,$1883.70,$243.48,$38.46,,true
4130876120,Tedman Swire,197,$14892.51,$3902.67,$441.77,$23.36,,true
9738209021,Cassy Corkell,339,$11991.37,$3458.76,$469.40,$191.10,,false
4385883262,Felita Terrill,47361,$12223.87,$2115.22,$430.40,$124.59,,true
1268368326,Byran Boake,6,$10685.75,,$298.00,$394.84,,true
0848796675,Dyanne Raund,1681,$5291.98,$4545.59,$234.68,$146.76,,true
2302515994,Beverlee Janny,12731,$8384.80,$2385.72,$462.88,$294.79,false,false
1358510563,Keven Lewnden,93,$13345.48,$676.16,$538.33,$226.86,,false
2247441009,Linea Roostan,50,$14740.22,$4610.75,$556.03,$135.79,,false
7795224318,Caz Mansel,721,$7918.65,,$196.00,$260.82,,true
5864968013,Sabina Dallander,8065,$9653.23,$4017.43,$374.76,$181.86,,false
5756876588,Celle Dicte,617,$7186.55,,$334.84,$280.59,,false
8625296483,Cathe Blackbrough,08,$6733.20,$3324.23,$182.86,$305.56,true,false
3677268532,Othelia Krink,8,$8660.20,$4581.01,$276.83,$170.59,,true
7679766568,Donia Mougin,14509,$14799.85,$1624.40,$409.33,$395.94,false,false
2491972042,Christiane Faiers,229,$5049.76,,$475.61,$218.88,true,true
5628289728,Kipp Duell,03,$5963.82,$699.89,$457.87,$80.02,,false
5741801145,Essa Gebb,819,$6198.85,$3805.71,$499.57,$258.00,,true
5719657096,Ashli Roberson,37,$7650.87,$2029.58,$210.82,$20.17,,true
7273303364,Nataniel Bestar,7199,$12713.95,,$518.25,$45.66,true,false
7732728785,Britney Hiley,47,$4562.23,,$573.64,$374.35,,false
3887733010,Alyson Willgoss,7,$5986.00,$2838.22,$449.51,$340.39,,true
8689828265,Charlena Lanmeid,19,$10057.54,$2657.34,$316.50,$205.65,,true
7344815060,Celesta Browning,041,$6555.09,,$558.20,$255.44,,true
0428058663,Filide Redgrave,766,$10998.53,$4202.64,$390.83,$206.49,,true
2867091543,Gregory Chazette,300,$4929.67,$4903.56,$199.49,$209.11,false,false
7276502325,Bari Knell,42154,$13556.93,,$189.17,$380.30,,true
8937552612,Dita Priddie,91857,$3160.77,$1784.57,$346.62,$308.62,,false
5218815934,Michal Teaze,92293,$10016.47,$3645.04,$348.71,$61.15,,true
5694608208,Iggy Masters,0768,$7357.01,$3152.83,$171.57,$252.81,false,true
5142713044,Valina Clare,85089,$5494.36,$1692.94,$278.86,$52.63,false,true
3295120781,Fernando Bartholomieu,15,$11747.62,$3236.35,$505.20,$323.64,,false
3447190817,Rabbi Stephen,9844,$11457.25,$4819.65,$237.07,$143.47,,false
7423594717,Irena Donovan,3028,$12773.71,$2193.29,$343.85,$344.07,,true
2966929855,Malva Farnaby,8,$7813.18,$4507.17,$523.40,$165.47,false,true
4851806485,Grissel Mithun,38,$8760.40,$2908.95,$521.11,$331.92,false,true
2838626353,Joanne Pett,36,$14696.49,$3827.15,$320.26,$336.78,true,true
7805228531,Chrysa Soot,12822,$5976.71,$3699.44,$317.99,$89.27,,true
6900485987,Don Peete,889,$13653.23,$812.44,$570.83,$153.01,false,false
5628208671,Mohandas Skey,881,$8568.06,$4612.11,$535.01,$284.59,,true
1431018155,Edward Crossfield,357,$14661.16,$3823.05,$582.30,$331.57,,false
4322646689,Ramona Chidwick,7,$12104.28,$4929.88,$434.14,$116.36,,false
2247383904,Josh Laughlin,020,$3326.04,$1049.10,$162.57,$320.78,,true
9647165528,Dwayne Crosier,42454,$12845.00,$3019.22,$511.02,$158.41,,false
7670880457,Padget Groundwater,705,$5962.45,$3577.68,$187.54,$378.63,,false
0522383904,Waldo Critoph,0,$7832.96,$4922.62,$258.46,$124.04,,true
4037748975,Vernice Garvin,27,$3929.80,$4942.46,$406.11,$123.59,,false
2119305242,Shara Critzen,1940,$11224.22,$3415.81,$450.18,$171.09,,false
7603294940,Krystle Godwin,7842,$5256.78,$1565.34,$185.85,$79.71,,false
6408627765,Iosep Proschke,90,$6625.69,$4583.84,$355.17,$144.33,false,false
3229058747,Sunny Douche,62923,$8773.03,$2296.11,$565.90,$70.14,true,true
5064341385,Alejoa Rabley,56,$3845.49,$3658.01,$381.29,$180.56,,true
3861608839,Jarad Bendley,5,$6467.23,,$276.31,$174.41,,false
0671590200,Jannel Ruffli,060,$13022.12,$2778.47,$519.43,$378.49,,true
2412132151,Ingunna Le feuvre,6782,$10664.27,$2067.01,$410.56,$171.58,,false
2103892097,Bartlet Hawick,37550,$8548.40,,$300.59,$216.68,,false
3416132009,Saxe McCamish,68,$12500.82,$1714.91,$518.19,$61.48,,false
4520066883,Neron Goodee,07478,$4258.17,$4939.97,$511.74,$250.09,,false
3548441203,Jyoti Dilkes,54963,$13807.10,$1461.88,$193.15,$212.94,,false
3731043963,Meredeth Skouling,6,$4105.74,,$595.63,$224.68,,true
7948197303,Jayme Burg,40654,$5431.88,$4495.87,$565.75,$341.65,true,true
9340951786,Camile Elrick,4721,$7704.96,$3145.45,$543.61,$119.85,true,false
5661100205,Lia Vasyushkhin,499,$10067.23,$3164.11,$254.14,$309.96,,false
2829553594,Heddie Poure,37,$7610.29,,$543.26,$80.98,false,true
6749855962,Fara Crannach,0,$12173.62,$2444.94,$496.43,$231.08,,false
9106943829,Carr Maultby,6431,$10985.71,$1818.03,$318.54,$261.76,false,true
9931005939,Deedee Sixsmith,39938,$6724.80,$1248.31,$365.69,$314.02,false,true
8108766680,Mayne Bick,7,$6318.23,$4737.51,$357.24,$393.58,,true
7699223497,Kylynn Ricoald,64,$12385.58,$4646.93,$214.52,$306.69,,true
6555767774,Brandais Sisson,3103,$5982.32,,$501.74,$152.38,false,true
5033533533,Nils Rattray,56,$11131.46,$3980.84,$552.97,$167.78,,true
0079611540,Ekaterina Turvey,1,$10457.75,$852.06,$550.55,$35.10,true,true
5282068397,Mohammed Chuter,96,$3410.15,,$524.63,$278.18,,true
9922270137,Daniela Conrard,913,$8124.17,$4253.10,$577.09,$103.18,false,true
3558762231,Janel Semark,0,$11455.66,$2368.66,$331.90,$214.55,,true
5803889717,Georgiana Moseby,329,$10882.42,$2228.48,$596.42,$213.12,,false
9647299788,Matti Cobbledick,5,$8724.05,$2222.13,$259.89,$55.46,false,false
3450437275,Jenny Videneev,3218,$9566.72,$4029.08,$302.88,$227.72,true,false
6311985764,Thibaut De Coursey,2,$9642.65,$1453.97,$561.44,$332.55,false,false
1915961866,Courtnay Hallawell,11239,$10147.27,$1248.38,$159.96,$349.66,,true
2379733228,Sandy Larderot,9875,$8567.26,$4260.51,$473.40,$297.84,,true
6529263195,Oneida Troppmann,088,$12831.82,,$270.00,$252.14,true,false
2117696988,Giustino Killeley,00932,$11796.64,$2690.17,$297.74,$65.18,,true
1237214645,Brittani Haggerston,0412,$14811.91,$1809.11,$360.29,$163.24,,true
6243391981,Darnall Jermyn,29868,$11203.85,$2421.96,$377.53,$25.35,,false
0341168696,Giacinta Haspineall,50160,$13114.13,$4982.50,$152.18,$236.07,,false
2782864866,Budd Janney,9933,$6062.52,$2306.31,$479.93,$360.08,,true
3426563746,Giulio Wartnaby,99,$3793.08,$1973.10,$185.57,$62.41,,true
0672193663,Tybalt Pauncefoot,803,$6903.81,$2345.73,$538.24,$232.48,,true
2247595960,Joeann Balleine,71,$4749.88,$2551.09,$400.96,$137.01,,true
0919284973,Ginni Grainge,4,$9750.31,,$163.99,$291.42,,false
4758161178,Pammie Levett,7,$3087.83,,$371.23,$252.47,true,true
2111327271,Liza Hurworth,1205,$4337.98,$1782.75,$294.32,$131.91,false,false
7329488569,Bordie Zumbusch,591,$10928.05,$4985.12,$301.44,$97.50,false,true
8097645742,Babette Herety,0176,$6320.42,$3065.67,$463.61,$54.22,false,false
4238250907,Diarmid Bruckental,432,$13996.10,$3879.61,$541.42,$128.20,,false
9581979506,Rey O'Dwyer,8851,$13165.18,$1846.07,$154.63,$96.39,,false
9475768769,Gregorius Devigne,8,$14345.52,,$269.41,$347.54,,true
0946922241,Phyllys Garwell,74,$8066.18,,$561.82,$371.71,,true
4569728138,Inglebert Aleksic,00,$3791.10,$2184.75,$252.27,$313.47,false,false
9491866206,Stewart Gater,56227,$5743.66,,$496.68,$199.60,,false
5184267433,Gaye Roo,5683,$8772.27,$4577.23,$596.58,$120.64,,false
3860179772,Morry Moreman,5,$3465.17,$4312.56,$239.76,$353.46,false,false
7266156211,Leon Kirley,9,$13725.05,,$370.25,$289.51,false,false
2796469913,Mac Penkman,0051,$9449.20,$3225.93,$323.47,$290.94,,true
3365118470,Jamaal Tafani,8759,$10426.62,$4129.50,$247.55,$203.61,,false
2466783096,Leigha MacCambridge,8844,$4826.02,$1675.47,$441.82,$46.49,,false
5087235484,Traver Skinn,0687,$6661.37,$2775.87,$368.00,$175.05,,true
4370757363,Marsiella Cratchley,90,$6144.62,$4605.41,$398.39,$187.72,,true
0797471375,Murry Stonelake,04592,$9187.16,,$528.70,$350.00,,true
4004121140,Millie Ingram,06216,$11223.92,$2535.57,$453.43,$393.06,,true
4235064436,Joana Gozzard,5,$5828.57,$898.41,$336.25,$270.51,true,false
6790667253,Teodorico Iley,47,$5706.69,$2258.09,$484.97,$291.58,false,false
0720441544,Geri Measor,79,$7999.02,$2233.36,$175.82,$177.47,true,true
8816296720,Dukey Sterricks,1805,$8344.36,$2136.03,$461.01,$323.56,,true
5056228079,Rosemonde Wormleighton,44,$12122.21,,$572.44,$353.74,true,false
6439025651,Dominick Yurenin,44,$9687.34,$4080.03,$187.50,$258.61,,true
8811078520,Britni McLauchlin,0951,$12309.99,$2770.92,$353.33,$160.33,,true
3524952046,Gisela Diviny,90,$12637.82,$3194.56,$299.36,$221.02,,false
0320602222,Rosene Keppel,9,$12939.54,$3560.40,$420.74,$313.70,false,true
0123704820,Jaquelin Moncarr,970,$13699.52,$1798.78,$184.88,$336.52,,false
0130329916,Walsh Crilley,05,$11669.25,$2575.98,$262.00,$30.06,false,false
1718033524,Yolande Andrioni,44,$12528.08,$1701.91,$274.24,$72.29,,true
8478177612,Gustavo Verduin,6,$3160.67,$690.72,$432.63,$184.37,false,true
0939555670,Patience McKevany,9608,$10391.97,$3976.01,$344.46,$307.90,,true
9920856266,Rodi Nurny,8,$13053.39,$4052.86,$391.62,$255.26,,false
7688711614,Bradford Davinet,81,$14238.74,,$328.21,$42.86,,false
2476436259,Neil Hethron,534,$6330.15,$3132.43,$567.23,$115.21,,false
8479359315,Martita Osgorby,64814,$3888.16,$2770.25,$487.92,$310.90,,false
1085940462,Suzanna Gosdin,925,$3892.23,$673.92,$523.96,$310.94,,false
8583174954,Franciska Caltun,1814,$14426.04,$2482.38,$502.79,$71.68,,false
0340996358,Jacky Fuggle,20057,$3789.52,$1532.04,$399.70,$221.19,true,true
4499471109,Tonye Sommerlie,0557,$7758.25,$915.31,$552.43,$207.74,false,true
7365940778,Christabel Ennor,142,$5286.78,$3195.15,$248.87,$339.67,,false
8544597343,Grant Ferres,272,$12864.47,$4254.14,$248.61,$180.60,,false
9861129413,Fonz Milliere,71,$14297.61,$2327.99,$383.11,$227.26,,false
1594300305,Gracie Snuggs,27685,$9384.89,$2406.12,$394.41,$78.57,,false
2085713955,Evey Burnham,89,$4222.26,$1284.41,$231.05,$267.83,false,true
7586846146,Joachim Newell,27,$10833.30,$3294.74,$164.32,$386.96,,true
0159859603,Linc Heinssen,7690,$11290.26,,$596.74,$279.12,false,true
0635286130,Gianni Michel,30,$4810.95,$4725.44,$397.08,$384.14,,false
1395166307,Karl Gheorghescu,8044,$12282.14,$3534.14,$447.02,$342.96,,false
1318621275,Debra Riby,99104,$9767.91,$3140.11,$448.80,$133.23,,false
1421785293,Odetta Degli Abbati,16,$9975.04,$3575.34,$454.35,$214.29,,false
2689744996,Kalli Storks,741,$5019.86,$3884.22,$404.92,$390.59,,true
2362568407,Cristin Mathet,583,$9636.55,,$359.91,$170.99,,false
0658883348,Fiorenze Jeschner,7951,$3121.11,$2500.37,$304.06,$42.01,true,true
4890924876,Kendall Keford,7,$14661.89,$4582.04,$574.14,$86.79,false,true
3942734575,Aubert Mullaly,762,$7117.50,$3495.04,$319.11,$386.90,,false
7115946019,Brett Cornelis,6,$7706.65,,$154.22,$55.70,,true
2545363952,Egan Landrick,7310,$6678.84,$3156.12,$285.00,$149.88,false,false
6229640759,Corabelle Jira,7,$7553.45,$1777.22,$291.50,$175.39,,true
0572550855,Alys Oldknow,1715,$7927.41,,$488.36,$153.77,,false
6181879560,Dell Jaquin,966,$12379.51,$1397.48,$285.90,$305.08,,true
5008718355,Miriam Kaufman,7,$3969.64,$4830.43,$183.93,$319.78,true,false
1623013380,Andrei Caillou,42,$14846.45,$4410.38,$553.94,$200.29,true,true
6806970982,Tarrance Yeell,22,$5088.08,,$506.79,$144.17,,false
2771892588,Myrilla Hansmann,7235,$3483.47,$1064.89,$415.36,$294.00,,true
6170368942,Nathanil Smurfit,9,$13410.26,,$251.09,$277.75,,false
3241448797,Alisun Mowsley,4,$8519.18,$3973.29,$581.84,$187.81,false,false
0781925975,Morganica Bisseker,7,$13909.45,$3979.69,$388.40,$260.77,,false
8828357630,Mick Itzhaki,17,$5656.28,$2946.53,$525.57,$235.25,,true
1339722607,Delphinia Coleson,4865,$5477.58,$1634.08,$400.89,$45.00,,false
9420338398,Jules Pinner,15,$5265.37,,$374.09,$203.87,,true
2581148411,Alf Silcock,8676,$3615.82,$979.92,$487.82,$72.82,,false
4813041558,Tripp Doerr,7544,$3143.54,$3115.47,$402.99,$134.80,,false
6028907731,Alena Salzberger,9890,$12295.27,$1836.33,$472.63,$247.91,,false
2794060929,Robbin Bondy,7502,$11708.35,$2346.68,$254.44,$55.13,,false
6894345120,Maggy Thirkettle,0810,$10436.38,$4481.30,$549.38,$345.20,true,false
4979225497,Nita Sabati,1,$12396.40,$993.57,$196.83,$76.58,,true
4740031140,Delmar O'Grogane,6724,$8780.65,$4828.20,$574.21,$336.86,,true
1654673099,Bab Sutterfield,25190,$5668.59,$1446.02,$408.26,$228.62,,true
6991893706,Rozelle Mowne,15872,$10641.19,,$241.57,$25.29,,true
8685047366,Karita Babber,8,$6271.35,$3724.42,$189.82,$126.44,false,true
9261169201,Lorri Skirvane,0412,$6466.85,$3792.85,$226.53,$347.95,,true
4986446061,Gabie Carnihan,16,$12958.85,$1723.69,$365.87,$381.54,,false
1427764026,Bambie Brennen,7761,$3230.10,,$455.15,$396.67,false,true
5665094102,Matthus Blunsom,37436,$11961.47,,$339.40,$357.70,,false
4992061079,Bekki Chopin,60,$13231.43,$1394.55,$257.75,$229.79,,false
5866578204,Lily Di Baudi,0,$3276.00,$1757.42,$434.61,$52.41,,false
2977328572,Linn Dmitriev,4,$5219.46,$3441.85,$170.27,$217.38,,false
6972077214,Farly Rheam,51026,$13114.18,$2631.67,$556.56,$30.42,,true
7349792530,Eugine Lowis,528,$9704.47,$2093.99,$502.23,$308.30,,true
1664854576,Jandy Piggot,99,$5083.74,$3171.80,$414.92,$172.96,,false
0334190320,Myrtle Prewer,8,$11666.33,$1020.48,$216.47,$77.29,,false
5717524145,Rozele MacVay,04341,$9514.12,$1140.75,$497.21,$91.71,,false
5441516607,Silvie Lafrentz,5286,$13618.79,$3909.37,$177.89,$390.34,,true
4125711542,Derrik Endley,523,$8658.12,$1466.88,$500.02,$90.56,false,true
8870523039,Leonidas Sheeres,67263,$10844.90,$2542.16,$446.61,$119.16,,true
3284933492,Gerek Gurys,1313,$12003.55,$4288.19,$485.50,$104.08,false,true
8329197921,Erik Sikorski,9,$11964.30,$1829.42,$451.99,$216.46,,true
6876794768,Thacher Dullard,0676,$5651.45,,$554.76,$242.57,true,true
9980120967,Consuela Hendricks,561,$7151.64,$3842.71,$240.19,$80.05,,false
4290807801,Sheppard Okenfold,42696,$14229.01,$3697.13,$336.57,$226.33,,true
6749412203,Griselda Culvey,494,$8130.10,$721.45,$298.90,$36.37,,false
3346050920,Alonso Bruhnicke,72,$6195.45,,$165.02,$162.65,,false
0101239564,Karim Curtiss,36516,$4431.23,$4090.09,$508.74,$166.43,true,false
9986331153,Evvie Duester,87203,$3218.62,$4680.09,$277.28,$265.25,,false
2662008784,Lodovico Sailes,0422,$3008.83,$2022.29,$228.44,$288.00,,true
1811872654,Pasquale Dorkins,6,$12364.74,$4073.07,$508.11,$336.43,,true
6344682159,Josias Pashenkov,7,$13535.83,$4099.80,$333.57,$164.30,true,true
9712207811,Nerissa Winscomb,5308,$12644.30,$1783.11,$393.03,$398.25,true,true
1272812545,Carter Kneller,2,$9674.07,,$219.70,$113.90,true,false
7233710015,Kore Ferrarin,97,$11388.91,$682.03,$337.71,$371.17,,true
9378507514,Farlay Bathoe,8246,$12161.24,$2759.20,$265.18,$364.04,,false
3883827894,Netti Charopen,1,$3216.09,$3070.14,$196.28,$207.88,false,true
